# backend=B1_cusparse, length=1, step=1000, nx=101, ny=101
0,-0.0103248,-0.0206393,-0.0309336,-0.0411972,-0.0514203,-0.0615926,-0.0717041,-0.0817448,-0.0917048,-0.101574,-0.111344,-0.121003,-0.130543,-0.139954,-0.149227,-0.158353,-0.167323,-0.176127,-0.184758,-0.193206,-0.201464,-0.209522,-0.217374,-0.225012,-0.232427,-0.239613,-0.246563,-0.253269,-0.259725,-0.265925,-0.271863,-0.277532,-0.282927,-0.288043,-0.292875,-0.297418,-0.301667,-0.305619,-0.309269,-0.312614,-0.31565,-0.318375,-0.320785,-0.322879,-0.324655,-0.32611,-0.327243,-0.328053,-0.328539,-0.328702,-0.328539,-0.328053,-0.327243,-0.32611,-0.324655,-0.322879,-0.320785,-0.318375,-0.31565,-0.312614,-0.309269,-0.305619,-0.301667,-0.297418,-0.292875,-0.288043,-0.282927,-0.277532,-0.271863,-0.265925,-0.259725,-0.253269,-0.246563,-0.239613,-0.232427,-0.225012,-0.217374,-0.209522,-0.201464,-0.193206,-0.184758,-0.176127,-0.167323,-0.158353,-0.149227,-0.139954,-0.130543,-0.121003,-0.111344,-0.101574,-0.0917048,-0.0817448,-0.0717041,-0.0615926,-0.0514203,-0.0411972,-0.0309336,-0.0206393,-0.0103248,0
0,-0.00941887,-0.0188284,-0.0282194,-0.0375826,-0.0469086,-0.0561884,-0.0654127,-0.0745725,-0.0836586,-0.0926623,-0.101574,-0.110386,-0.119089,-0.127675,-0.136134,-0.144459,-0.152642,-0.160674,-0.168547,-0.176254,-0.183787,-0.191139,-0.198302,-0.205269,-0.212034,-0.21859,-0.224929,-0.231047,-0.236937,-0.242593,-0.248009,-0.253181,-0.258103,-0.26277,-0.267178,-0.271323,-0.275199,-0.278804,-0.282134,-0.285185,-0.287955,-0.290441,-0.29264,-0.29455,-0.29617,-0.297497,-0.298531,-0.29927,-0.299713,-0.299861,-0.299713,-0.29927,-0.298531,-0.297497,-0.29617,-0.29455,-0.29264,-0.290441,-0.287955,-0.285185,-0.282134,-0.278804,-0.275199,-0.271323,-0.267178,-0.26277,-0.258103,-0.253181,-0.248009,-0.242593,-0.236937,-0.231047,-0.224929,-0.21859,-0.212034,-0.205269,-0.198302,-0.191139,-0.183787,-0.176254,-0.168547,-0.160674,-0.152642,-0.144459,-0.136134,-0.127675,-0.119089,-0.110386,-0.101574,-0.0926623,-0.0836586,-0.0745725,-0.0654127,-0.0561884,-0.0469086,-0.0375826,-0.0282194,-0.0188284,-0.00941887,0
0,-0.00850368,-0.016999,-0.0254775,-0.0339308,-0.0423507,-0.0507288,-0.0590568,-0.0673266,-0.0755299,-0.0836586,-0.0917048,-0.0996605,-0.107518,-0.115269,-0.122907,-0.130423,-0.13781,-0.145062,-0.15217,-0.159128,-0.165929,-0.172567,-0.179034,-0.185324,-0.191432,-0.19735,-0.203074,-0.208597,-0.213915,-0.219021,-0.223911,-0.228581,-0.233024,-0.237238,-0.241218,-0.244959,-0.248459,-0.251714,-0.25472,-0.257475,-0.259976,-0.26222,-0.264205,-0.26593,-0.267392,-0.26859,-0.269524,-0.270191,-0.270591,-0.270725,-0.270591,-0.270191,-0.269524,-0.26859,-0.267392,-0.26593,-0.264205,-0.26222,-0.259976,-0.257475,-0.25472,-0.251714,-0.248459,-0.244959,-0.241218,-0.237238,-0.233024,-0.228581,-0.223911,-0.219021,-0.213915,-0.208597,-0.203074,-0.19735,-0.191432,-0.185324,-0.179034,-0.172567,-0.165929,-0.159128,-0.15217,-0.145062,-0.13781,-0.130423,-0.122907,-0.115269,-0.107518,-0.0996605,-0.0917048,-0.0836586,-0.0755299,-0.0673266,-0.0590568,-0.0507288,-0.0423507,-0.0339308,-0.0254775,-0.016999,-0.00850368,0
0,-0.0075801,-0.0151527,-0.0227104,-0.0302456,-0.037751,-0.0452192,-0.0526427,-0.0600142,-0.0673266,-0.0745725,-0.0817448,-0.0888364,-0.0958404,-0.10275,-0.109558,-0.116258,-0.122843,-0.129307,-0.135643,-0.141845,-0.147908,-0.153824,-0.159589,-0.165196,-0.17064,-0.175916,-0.181018,-0.185942,-0.190681,-0.195233,-0.199592,-0.203755,-0.207716,-0.211472,-0.215019,-0.218354,-0.221474,-0.224375,-0.227055,-0.229511,-0.23174,-0.23374,-0.23551,-0.237047,-0.238351,-0.239419,-0.240251,-0.240845,-0.241203,-0.241322,-0.241203,-0.240845,-0.240251,-0.239419,-0.238351,-0.237047,-0.23551,-0.23374,-0.23174,-0.229511,-0.227055,-0.224375,-0.221474,-0.218354,-0.215019,-0.211472,-0.207716,-0.203755,-0.199592,-0.195233,-0.190681,-0.185942,-0.181018,-0.175916,-0.17064,-0.165196,-0.159589,-0.153824,-0.147908,-0.141845,-0.135643,-0.129307,-0.122843,-0.116258,-0.109558,-0.10275,-0.0958404,-0.0888364,-0.0817448,-0.0745725,-0.0673266,-0.0600142,-0.0526427,-0.0452192,-0.037751,-0.0302456,-0.0227104,-0.0151527,-0.0075801,0
0,-0.00664903,-0.0132915,-0.0199209,-0.0265305,-0.0331141,-0.0396649,-0.0461766,-0.0526427,-0.0590568,-0.0654127,-0.0717041,-0.0779246,-0.0840683,-0.090129,-0.0961007,-0.101978,-0.107754,-0.113424,-0.118982,-0.124422,-0.12974,-0.13493,-0.139987,-0.144905,-0.14968,-0.154308,-0.158784,-0.163102,-0.16726,-0.171253,-0.175076,-0.178727,-0.182202,-0.185497,-0.188608,-0.191534,-0.19427,-0.196815,-0.199166,-0.20132,-0.203275,-0.20503,-0.206582,-0.207931,-0.209074,-0.210011,-0.210741,-0.211262,-0.211576,-0.21168,-0.211576,-0.211262,-0.210741,-0.210011,-0.209074,-0.207931,-0.206582,-0.20503,-0.203275,-0.20132,-0.199166,-0.196815,-0.19427,-0.191534,-0.188608,-0.185497,-0.182202,-0.178727,-0.175076,-0.171253,-0.16726,-0.163102,-0.158784,-0.154308,-0.14968,-0.144905,-0.139987,-0.13493,-0.12974,-0.124422,-0.118982,-0.113424,-0.107754,-0.101978,-0.0961007,-0.090129,-0.0840683,-0.0779246,-0.0717041,-0.0654127,-0.0590568,-0.0526427,-0.0461766,-0.0396649,-0.0331141,-0.0265305,-0.0199209,-0.0132915,-0.00664903,0
0,-0.0057114,-0.0114172,-0.0171117,-0.0227893,-0.0284444,-0.0340715,-0.0396649,-0.0452192,-0.0507288,-0.0561884,-0.0615926,-0.0669359,-0.0722132,-0.0774192,-0.0825489,-0.087597,-0.0925588,-0.0974291,-0.102203,-0.106877,-0.111445,-0.115903,-0.120246,-0.124471,-0.128573,-0.132548,-0.136392,-0.140102,-0.143674,-0.147103,-0.150388,-0.153524,-0.156508,-0.159338,-0.162011,-0.164524,-0.166875,-0.169061,-0.17108,-0.17293,-0.17461,-0.176117,-0.17745,-0.178609,-0.179591,-0.180396,-0.181023,-0.181471,-0.18174,-0.18183,-0.18174,-0.181471,-0.181023,-0.180396,-0.179591,-0.178609,-0.17745,-0.176117,-0.17461,-0.17293,-0.17108,-0.169061,-0.166875,-0.164524,-0.162011,-0.159338,-0.156508,-0.153524,-0.150388,-0.147103,-0.143674,-0.140102,-0.136392,-0.132548,-0.128573,-0.124471,-0.120246,-0.115903,-0.111445,-0.106877,-0.102203,-0.0974291,-0.0925588,-0.087597,-0.0825489,-0.0774192,-0.0722132,-0.0669359,-0.0615926,-0.0561884,-0.0507288,-0.0452192,-0.0396649,-0.0340715,-0.0284444,-0.0227893,-0.0171117,-0.0114172,-0.0057114,0
0,-0.00476814,-0.00953157,-0.0142856,-0.0190255,-0.0237467,-0.0284444,-0.0331141,-0.037751,-0.0423507,-0.0469086,-0.0514203,-0.0558812,-0.0602869,-0.0646331,-0.0689156,-0.07313,-0.0772723,-0.0813383,-0.085324,-0.0892256,-0.093039,-0.0967607,-0.100387,-0.103914,-0.107339,-0.110657,-0.113867,-0.116964,-0.119945,-0.122808,-0.12555,-0.128169,-0.13066,-0.133023,-0.135254,-0.137352,-0.139315,-0.14114,-0.142825,-0.14437,-0.145772,-0.147031,-0.148144,-0.149111,-0.149931,-0.150603,-0.151126,-0.1515,-0.151725,-0.1518,-0.151725,-0.1515,-0.151126,-0.150603,-0.149931,-0.149111,-0.148144,-0.147031,-0.145772,-0.14437,-0.142825,-0.14114,-0.139315,-0.137352,-0.135254,-0.133023,-0.13066,-0.128169,-0.12555,-0.122808,-0.119945,-0.116964,-0.113867,-0.110657,-0.107339,-0.103914,-0.100387,-0.0967607,-0.093039,-0.0892256,-0.085324,-0.0813383,-0.0772723,-0.07313,-0.0689156,-0.0646331,-0.0602869,-0.0558812,-0.0514203,-0.0469086,-0.0423507,-0.037751,-0.0331141,-0.0284444,-0.0237467,-0.0190255,-0.0142856,-0.00953157,-0.00476814,0
0,-0.00382017,-0.00763657,-0.0114454,-0.015243,-0.0190255,-0.0227893,-0.0265305,-0.0302456,-0.0339308,-0.0375826,-0.0411972,-0.0447712,-0.0483011,-0.0517832,-0.0552142,-0.0585908,-0.0619095,-0.0651672,-0.0683605,-0.0714863,-0.0745416,-0.0775234,-0.0804286,-0.0832545,-0.0859982,-0.088657,-0.0912284,-0.0937097,-0.0960985,-0.0983925,-0.100589,-0.102687,-0.104683,-0.106576,-0.108364,-0.110045,-0.111617,-0.113079,-0.11443,-0.115667,-0.116791,-0.117799,-0.118691,-0.119466,-0.120122,-0.120661,-0.12108,-0.12138,-0.12156,-0.12162,-0.12156,-0.12138,-0.12108,-0.120661,-0.120122,-0.119466,-0.118691,-0.117799,-0.116791,-0.115667,-0.11443,-0.113079,-0.111617,-0.110045,-0.108364,-0.106576,-0.104683,-0.102687,-0.100589,-0.0983925,-0.0960985,-0.0937097,-0.0912284,-0.088657,-0.0859982,-0.0832545,-0.0804286,-0.0775234,-0.0745416,-0.0714863,-0.0683605,-0.0651672,-0.0619095,-0.0585908,-0.0552142,-0.0517832,-0.0483011,-0.0447712,-0.0411972,-0.0375826,-0.0339308,-0.0302456,-0.0265305,-0.0227893,-0.0190255,-0.015243,-0.0114454,-0.00763657,-0.00382017,0
0,-0.00286843,-0.00573403,-0.00859398,-0.0114454,-0.0142856,-0.0171117,-0.0199209,-0.0227104,-0.0254775,-0.0282194,-0.0309336,-0.0336172,-0.0362676,-0.0388822,-0.0414584,-0.0439938,-0.0464857,-0.0489317,-0.0513295,-0.0536766,-0.0559707,-0.0582096,-0.060391,-0.0625129,-0.064573,-0.0665694,-0.0685002,-0.0703633,-0.072157,-0.0738795,-0.075529,-0.0771041,-0.078603,-0.0800244,-0.0813668,-0.0826288,-0.0838094,-0.0849072,-0.0859213,-0.0868505,-0.0876941,-0.0884511,-0.0891208,-0.0897025,-0.0901957,-0.0906,-0.0909148,-0.0911398,-0.091275,-0.09132,-0.091275,-0.0911398,-0.0909148,-0.0906,-0.0901957,-0.0897025,-0.0891208,-0.0884511,-0.0876941,-0.0868505,-0.0859213,-0.0849072,-0.0838094,-0.0826288,-0.0813668,-0.0800244,-0.078603,-0.0771041,-0.075529,-0.0738795,-0.072157,-0.0703633,-0.0685002,-0.0665694,-0.064573,-0.0625129,-0.060391,-0.0582096,-0.0559707,-0.0536766,-0.0513295,-0.0489317,-0.0464857,-0.0439938,-0.0414584,-0.0388822,-0.0362676,-0.0336172,-0.0309336,-0.0282194,-0.0254775,-0.0227104,-0.0199209,-0.0171117,-0.0142856,-0.0114454,-0.00859398,-0.00573403,-0.00286843,0
0,-0.00191386,-0.00382584,-0.00573403,-0.00763657,-0.00953157,-0.0114172,-0.0132915,-0.0151527,-0.016999,-0.0188284,-0.0206393,-0.0224299,-0.0241983,-0.0259428,-0.0276617,-0.0293533,-0.031016,-0.032648,-0.0342478,-0.0358138,-0.0373445,-0.0388383,-0.0402938,-0.0417096,-0.0430841,-0.0444162,-0.0457044,-0.0469475,-0.0481443,-0.0492935,-0.0503941,-0.051445,-0.0524451,-0.0533935,-0.0542892,-0.0551312,-0.0559189,-0.0566514,-0.057328,-0.057948,-0.0585108,-0.0590159,-0.0594627,-0.0598509,-0.06018,-0.0604497,-0.0606597,-0.0608099,-0.0609001,-0.0609301,-0.0609001,-0.0608099,-0.0606597,-0.0604497,-0.06018,-0.0598509,-0.0594627,-0.0590159,-0.0585108,-0.057948,-0.057328,-0.0566514,-0.0559189,-0.0551312,-0.0542892,-0.0533935,-0.0524451,-0.051445,-0.0503941,-0.0492935,-0.0481443,-0.0469475,-0.0457044,-0.0444162,-0.0430841,-0.0417096,-0.0402938,-0.0388383,-0.0373445,-0.0358138,-0.0342478,-0.032648,-0.031016,-0.0293533,-0.0276617,-0.0259428,-0.0241983,-0.0224299,-0.0206393,-0.0188284,-0.016999,-0.0151527,-0.0132915,-0.0114172,-0.00953157,-0.00763657,-0.00573403,-0.00382584,-0.00191386,0
0,-0.000957403,-0.00191386,-0.00286843,-0.00382017,-0.00476814,-0.0057114,-0.00664903,-0.0075801,-0.00850368,-0.00941887,-0.0103248,-0.0112205,-0.0121051,-0.0129778,-0.0138377,-0.0146839,-0.0155156,-0.0163321,-0.0171324,-0.0179158,-0.0186815,-0.0194288,-0.0201569,-0.0208651,-0.0215527,-0.022219,-0.0228635,-0.0234853,-0.024084,-0.0246589,-0.0252095,-0.0257352,-0.0262355,-0.0267099,-0.027158,-0.0275792,-0.0279733,-0.0283397,-0.0286782,-0.0289883,-0.0292699,-0.0295225,-0.0297461,-0.0299402,-0.0301049,-0.0302398,-0.0303448,-0.03042,-0.0304651,-0.0304801,-0.0304651,-0.03042,-0.0303448,-0.0302398,-0.0301049,-0.0299402,-0.0297461,-0.0295225,-0.0292699,-0.0289883,-0.0286782,-0.0283397,-0.0279733,-0.0275792,-0.027158,-0.0267099,-0.0262355,-0.0257352,-0.0252095,-0.0246589,-0.024084,-0.0234853,-0.0228635,-0.022219,-0.0215527,-0.0208651,-0.0201569,-0.0194288,-0.0186815,-0.0179158,-0.0171324,-0.0163321,-0.0155156,-0.0146839,-0.0138377,-0.0129778,-0.0121051,-0.0112205,-0.0103248,-0.00941887,-0.00850368,-0.0075801,-0.00664903,-0.0057114,-0.00476814,-0.00382017,-0.00286843,-0.00191386,-0.000957403,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
